budget_fraction,budget_beds,expected_unmet,worst_case_unmet,transfer_burden,total_surge_beds
0.1,106.36500000000001,61.27563378,306.3781689,982.4975853431583,106.36499963
0.15,159.5475,40.0026336,200.013168,1130.7378053412203,159.54749999999999
0.2,212.73000000000002,28.96224662,144.81123309999998,671.6830134678275,212.73000000000002
0.25,265.9125,18.32574653,91.62873264999999,671.6830134678275,265.9125
0.3,319.095,7.689246522000001,38.44623261,821.9458271506182,319.095
