surge_beds,expected_unmet,transfer_burden
192.46431653959863,33.015383400000005,1315.7429485117038
212.73,28.96224558,12363.170456696573
11.801947076494738,99.10085540000001,9631.92938942258
183.46444135760564,34.81535866,19603.68975856877
212.73000000000008,28.962246400000005,2797.458338067073
114.06954931809838,58.19381288000001,7472.266506025389
132.03705611531475,51.006810400000006,13904.379702006614
102.41514253113112,62.855576920000004,12550.178505275002
130.79373895529298,51.50413696,15728.770815973892
39.90212947736769,87.86078186000002,7759.619226414166
44.03391541557535,86.2080674,8206.62712595037
99.8836621277415,63.868168000000004,11124.87152631998
89.17549258053504,68.151436,13517.010872471317
69.85098072882327,75.88124204,10423.449099198766
35.41401040225382,89.65602930000001,8537.914974370573
156.01098769070484,41.41723766,16699.17985402927
57.56676741476472,80.79492692000001,13099.316947979172
22.27505300248454,94.91161276,9118.82815407134
61.69297832069667,79.14444314,10005.80496425752
177.16448602870332,36.075348659999996,11835.724074403886
136.2251839837408,49.33155995999999,4463.537662897676
160.863850413033,39.476092322,17569.84208951684
197.92017764366682,31.92421114,5264.266595922016
200.82233075862848,31.343780400000004,13029.740523578403
124.91146732585979,53.857046260000004,4832.795407146205
119.76480751846506,55.91571060000001,2047.1349173836975
63.57273882579661,78.39253772,6045.804125814726
126.02799097321294,53.41043731600001,3861.3976087007786
65.87276823923234,77.47252646000001,5645.191636618883
17.770551566871113,96.7134138,9043.996209433566
82.40846040218149,70.85824908,7849.416342700228
53.761248607907746,82.31713504400001,12664.334397360608
207.88432084710655,29.931382579999998,1422.1649477131707
48.75060068819031,84.32139334,8613.590814197767
74.60596629032808,73.97924712000001,9485.05820745326
85.89323441853523,69.46434,12866.818791730233
171.82534561707828,37.14317742,12591.735639023127
30.834803173458674,91.48771135999999,8850.853293817661
93.63989332429355,66.36567642,10419.222507706223
116.50258315385426,57.220600214,1917.1449453999708
185.21819279191206,34.46460786,19042.154277284913
55.08745262356688,81.78665244400001,12341.143812245291
141.67432581567192,47.1519032,17124.956939731153
137.5608400050584,48.79729756,4466.267952247453
166.90955818764212,38.126335000000005,6731.796373965922
26.329201149469554,93.28995280000002,8776.05385720013
146.6962692028195,45.14312660000001,16502.86147284935
209.517758473624,29.60469488,2484.1800825121827
165.9681103433057,38.3146246,6727.449535629467
141.23364022412775,47.32817740000001,4656.24826283285
